message_id,date,sender_id,message,youtube_link
844,2022-05-15 15:59:10+00:00,-1001102021238,"ልጆች ላላችሁ  አባት እናት ወይንም እህት ወንድም  በቅርቡ ልጅ ለመውለድ የምታስቡ  ባሁኑ ሰአት እርግዝና ላይ ላላችሁ ።

ልጆች አንዳንድ ግዜ ምግብ አልመገብ ይላሉ  ይህ ደግሞ ለወላጅ በጣም አስጨናቂ ነገር ነው 

ህፃናት ምግብ አልመገብ የሚሉት በምን ምክንያት ይሆን 

ህፃናት  ከተወለዱ 1 ሰዐት ጀምሮ የእናት ጡት ወተትን ማግኘት አለባቸው  የእናት ጡት ወተትን የሚወስዱ ልጆች ወደፊት የመወፈር እድላቸው በበሽታ የመጠቃት እድላቸው አነስተኛ ነው ።

ህፃናት ስድስት ወር ሲሞላቸው ተጨማሪ ምግብ መመገብ ሲፈልጉ አንዳንድ ምልክቶችን ያሳያሉ።

ህፃናት የምግብ መመገብ ፍላጎታቸው ለምን ይቀንሳል  

ዶር ኤልሳቤጥ ለዚህ መልስ ይህን ትለናለች

በ ዮቲውብ ቻናላችን ላይ የ ዶርን ስልክ ያስቀመጥን ሲሆን በ ግል ለማማከር መደወል ትችላላችሁ ።",
843,2022-05-07 18:22:14+00:00,-1001102021238,"በብዙ ማህበራዊ ሚዲያዎች በ ከፋተኛ ሁኔታ እየተሸጠ ያለው 

ፕሮቲን ክሬቲን ፖውደሮች እና  ሌሎች ያወፍራል ተብለው የሚሸጡ ፓውደሮች እውነት ጥቅም አላቸው ወይ 

ምን አልባት ለልጆ መግዛት አስበው ይሆናል  

ወይም ባሁኑ ሰአት ገዝተው እየተጠቀሙም ይሆናል  

ወይንም ደግሞ ለመግዛት አስበው የትኛው ፖውደር ልጠቀም እያሉ ነው 

በዚህ ቪዲዮ ሙሉ መልሱን መልሰናል 

ሁሉም ሰው መውሰድ ይችላል ወይ 

እድሜስ ገደብ አለው ወይ 

ለ ኩላሊት ህመምስ ያጋልጣል ወይ 

ውሃ በደንብ ጠጡ ለምን ተባለ 

እነዚህን ዋና ነገሮች ላይ መልስ ሰጠናል አሁኑኑ ይመልከቱ 

እርሶ ባይጠቀሙ ሌላ ቤተሰቦ ሊጠቀም ስለሚችል ሼር በማድረግ ለሁሉም ሰው እናድርስ


ከዚህ በፊት እነዚህን ፓውደሮች የሚጠቀሙ ከሆነ 
ልምዶን በ ዮቲውብ ኮሜንት ላይ ያስቀምጡልን 


ተጭነው ይመልከቱ",
842,2022-05-06 17:51:05+00:00,-1001102021238,,
841,2022-05-06 17:51:05+00:00,-1001102021238,,
840,2022-05-06 17:51:05+00:00,-1001102021238,,
839,2022-05-06 17:51:05+00:00,-1001102021238,"ዛሬ ምሽት 330 በ ፋና ቴሌቪዥን 

    ስለ ፕሮቲን  ክሬቲን ፓውደሮች ምን ማወቅ ይፈልጋሉ

ባሁኑ ሰአት በ ማህበራዊ ሚዲያ በ ከፋተኛ ሁኔታ እየተሸጡ የሚገኙ እነዚህ ፖውደሮች 
እውነት ለ ኩላሊት ህመም ያጋልጣሉ ወይ

በተጨማሪም እቤቶ ሆነው እነዚህን እንቅስቃሴዎች  በማድረግ ጤናዎን ይጠብቁ።

ስፖርት ሱስ ይሆናል ወይ  መልሱን በ ፋና ቴሌቪዥን ይጠብቁን።

330 በ ፋና ቴሌቪዥን",
836,2022-05-01 11:13:33+00:00,-1001102021238,"ከሳምንት በፊት በለቀቅነው ቦርጭን በህክምና እንዴት ማጥፋት ይቻላል በሚለው ርእሳችን 
ከ 100000 በላይ እይታን አግኝቷል ።

ስለሆነም ቦርጭን ከምናጠፋበት ዋና መንገዶች ዋና አማራጭ የሆነው ስፖርታዊ እንቅስቃሴ ሲሆን

እቤት ውስጥ ሆነን እነዚህን ቀለል ያሉ ስፖርታዊ እንቅስቃሴዎችን በማድረግ ቦርጭን ማጥፋት ይችላሉ

አሁን በ ዮቲውብ ቻናላችን በመሄድ 

issa certified personal trainer 
  ትንሳይ ብርሃኑ ጋር ቆይታ አድርገናል።

በቀላሉ ቦርጭን ያጥፉ 

ቦሌ ቡልቡላ ማሪያም ማዞሪያ 
ፐልስ ፊትነስ ጂምናዚየም በመምጣት አብረውን መስራት ይችላሉ",
835,2022-04-29 18:59:05+00:00,-1001102021238,,
834,2022-04-29 18:57:35+00:00,-1001102021238,,
833,2022-04-28 05:46:38+00:00,-1001102021238,,
832,2022-04-28 05:46:38+00:00,-1001102021238,,
831,2022-04-28 05:46:38+00:00,-1001102021238,,
830,2022-04-28 05:46:38+00:00,-1001102021238,"ሃያት ሆስፒታል ሜዲካል ኮሌጅ 

 ህክምና ለማግኘት አስበዋል 
የት መሄድስ እንዳለቦት ግራ ገብቶት ይሆን

ሃያት ሆስፒታል በ አዲስ አስተዳደር እና ንፅህናውን በጠበቃው ሆስፒታላችን በ ከፋተኛ ስፔሻሊስት ሃኪሞቻችን  ለናንተ ልዮ የሆነ የጤና አገልግሎት ለመስጠት በራችን ክፍት መሆኑን እያሳወቅን። 

ማንኛውም አይነት የጤና አገልግሎት እኛ ጋር ያገኛሉ ።

ይምጡ እና እንማከር
ቦሌ ሞኤንኮ ፊት ለ ፊት ያገኙናል",
829,2022-04-24 17:11:09+00:00,-1001102021238,"ፈጣን የ ቦርጭ ማጥፊያ ዘዴ

ወንድም ሴትም ላይ ቦርጭ ሊኖር ይችላል ብዙ ግዜ ለማጥፋትም ከበድ ይላል

በተለያዮ ማህበራዊ ሚዲያዎች ላይ ቦርጭ ማጥፊያ መንገዶች ሲባል እናያለን  አውነት ቦርጭን ማጥፋት ይቻላል ወይ

የደም አይየትንስ ቀድሞ ማወቅ ለምን ይጠቅማል

በ ዘር የሚተላለፍ ነው ወይ

በ ቀዶ ጥገና አሶጥቶ መገላገል አማራጭ ነው ወይ በሃገራችንስ ህክምናው የት ይሰጣል 

በሰርጀሪ ከወጣ በኋላስ ቦርጭ ሊመለስ ይችላል ወይ

አሁኑኑ በ ዮቲውብ ቻናላችን ይመልከቱ",
828,2022-04-22 18:55:31+00:00,-1001102021238,"የዶክተርስ ኢትዮጵያ እንግዳ 

ትንሳይ ብርሃኑ 
issa certified personal trainer and nutritionist 

ስለ አመጋገቦ እና ጤናዎ ማማከር ከፈለጉ እንዲሁም የግል የስፖርት አሰልጥኝ ከፈለጉ 

09 60 22 56 91 
    ይደውሉልን 

እንዲሁም ቦሌ ቡልቡላ ማሪያም ማዞሪያ 
  ፐልስ ፊትነስ ጂምናዚየም  በመምጣት ማማከር እንዲሁም መስራት ይችላሉ ። ምን መስራት እንዳለቦት  አመጋገቦን እናማክራለን።

አዲስ ለምትጀምሩ
ለ ስኳር ህመምተኞች 
ለ ወገብ ህመም 


ውፍረት ለመቀነስ እና የተለያዮ አገልግሎቶችን ከፈለጉ

ፐልስ ፊትነስ ጂም
ቦሌ ቡልቡላ ማሪያም ማዞሪያ አካባቢ

      0960225691  ይደውሉልን",
827,2022-04-22 17:51:05+00:00,-1001102021238,,
826,2022-04-22 17:51:05+00:00,-1001102021238,,
825,2022-04-22 17:51:04+00:00,-1001102021238,,
824,2022-04-22 17:51:04+00:00,-1001102021238,,
823,2022-04-22 17:51:04+00:00,-1001102021238,,
822,2022-04-22 17:51:04+00:00,-1001102021238,"ዛሬ ምሽት 330 በ ፋና ቴሌቪዥን 
           ልዮ ፕሮግራም 

በተለያዩ ማህበራዊ ሚዲያዎች ይሸጣሉ ተብለው የሚሸጡ  ሰውነትን ያጠልቃሉ ተብለው የሚሸጡ የ ፕሮቲን ፓውደሮች  ክሬቲን ፓውደሮች  እና ሌሎችም  እውነት ሰውነትን ይገነባሉ 

ቦርጮ ሰልችቶታል  ሴትም ወንድም ቦርጭ ሊኖራቸው ይችላል ። ምጥፋትስ ይፈልጋሉ 

ቦርጫም መባል ቀረ  ዛሬ ምሽት ሳይንዊ እንዲሁም ስፖርታዊ መንገዶችን ይወቁ።

  ከ ፆም በኋላ ስፖርት ለሚጀምሩ ማወቅ ያለባቸውን ነገሮች ከ አሰልጣኝ ትንሳይ ብርሃኑ ጋር ቆይታ አድርገናል ይጠብቁን።

ስፖርት ቤት  ጂም ለመጀመር   ካሰቡ ዛሬ ይህን አዝናኝ ቆይታ በ ፋና ቴሌቪዥን ይጠብቁን።
 
አርብ ምሽት 330 በ ፋና ቴሌቪዥን 

issa certified personal trainer and nutritionist tinsay birhanu 
          pulse fitness


ይህን ፕሮግራም ስፖንሰር ያደረገላቹ

    ሃያት ሆስፒታል ሜዲካል ኮሌጅ",
821,2022-04-19 17:38:05+00:00,-1001102021238,"ከ ፆም በኋላ ፈፅሞ ማድረግ የሌለብን የገሮች ምንድን ናቸው

አመጋገባችን ምን መምሰልስ አለበት 

ከ ፆም በኋላ ብዙ መመገብ የሚያመጣው የህመም አይነቶች ምንድን ናቸው 

ስኳር ነክ ነገሮችን በ ፆም ወቅት መመገብ ጉዳት አለው ወይ

ሊመለከቱት የሚገባ 
 ተጭነው ይመልከቱ",
820,2022-04-15 18:06:19+00:00,-1001102021238,,
819,2022-04-15 18:06:19+00:00,-1001102021238,,
818,2022-04-15 18:06:19+00:00,-1001102021238,"ዛሬ ምሽት 330 በ ፋና ቴሌቪዥን 
  ዶክተርስ ገበታ ፕሮግራም 

በ ፆም ወቅት መመገብ ያለቡን ምግቦች ምንድን ናቸው 

ከ ፆም በኋላ ምንመገባቸውን ምግቦች ምን መጠንቀቅ አለብን

ከተመልካች ከተላከልን ጥያቄ ቦርጬ በጣም እያሳቀቀኝ ነው ምን ማድረግ አለብኝ

ቦርጭ በ ቀዶ ህክምና ይጠፋል ወይ

እና ሌሎችም አዝናኝ እና አስተማሪ ፕሮግራሞች በ ዶክተርስ ገበታ ፕሮግራም 

ምግብ ከተመገቡ በኋላ ድካም  እንቅልፍ እንቅልፍ ማለት መንስኤው ምን ይሆን

ዛሬ አርብ ምሽት 330 ላይ ይጠብቁን 


ይህንን ፕሮግራም ስፖንሰር ያደረገላቹ 
  ሃያት ሆስፒታል ሜዲካል ኮሌጅ",
817,2022-04-14 04:14:11+00:00,-1001102021238,"ethiopian medical associations 58th medical conference is slated to be held on friday april 15 2022 and saturday april 162022 

we cordially invite any interested health professionals to attend the conference virtually using the link below 

 

annualmedicalconference ema 58th paneldiscussions scientific sessions abstracts",
815,2022-04-12 18:01:18+00:00,-1001102021238,"ስለ ወንድ ዘር ማወቅ ያለቦት ዋና ዋና ነገሮች 

ቁመት ይጨምራል 

በሃሪ ይቀይራል 

ትከሻን ያሰፋል

ከታች ያለውን ሊንክ ተጭነው ይመልከቱ",
814,2022-04-08 17:07:21+00:00,-1001102021238,,
813,2022-04-08 17:07:21+00:00,-1001102021238,,
812,2022-04-08 17:07:21+00:00,-1001102021238,,
811,2022-04-08 17:07:21+00:00,-1001102021238,"ዛሬ ምሽት 330 በ ፋና ቴሌቪዥን ዶክተርስ ኢትዮጵያ 

            የብዙ ሰው ጥያቄ የሆነው 
በስፖርት መስሪያ ቤቶች ውስጥ ሰውነት ማደለቢያ  በ ኪኒን እና መርፌ መልክ የሚሰጡ ስቴሮይድስ ምንድን ናቸው

ደየም ግፊቶ ከፍ ብሏል ተብለውስ ይሆን 
   የደም ግፊት ሲባል ምን ማለት ነው

እና ሌሎችም ጉዳዮችን ወደናንተ ይዘን እንመጣለን 

ዛሬ ምሽት 330 ላይ በ ፋና ቴሌቪዥን ይጠብቁን

ይህን ፕሮግራም ስፖንሰር ያደረጉላቹ 

ሃያት ሆስፒታል 
ራማዳ አዲስ ሆቴል",
810,2022-04-07 04:24:11+00:00,-1001102021238,,
809,2022-04-07 04:24:11+00:00,-1001102021238,,
808,2022-04-07 04:24:11+00:00,-1001102021238,,
807,2022-04-07 04:24:11+00:00,-1001102021238,"ውድ የዶክተርስ ኢትዮጵያ ቤተሰቦች

  ሃያት ሆስፒታል በአዲስ አስተዳደር እና በልዮ መልኩ ከፋተኛ ልምድ ባላቸው ስፔሻሊስት ሃኪሞቹ አገልግሎት እየሰጠ ይገኛል ።

1 ዶር ኤሊያስ የውስጥ ደዌ ስፔሻሊስት 
2 ዶር ጄኔት የጥርስ ህክምና ስፔሻሊስት 
3 ዶር ትልቅ ሰው የማህፀን እና ፅንስ ህክምና ስፔሻሊስት 
4 ዶር ቃልኪዳን የአጥንት ህክምና ስፔሻሊስት 

     እና ሌሎችም ስፔሻሊስት ሃኪሞች 

እርሶ ወደኛ ይምጡ እኛ እንደ ቤተሰብ ተቀብለን ሙሉ ህክምናዎን አድርገን እንሸኞታለን ።

  የ አምቡላንስ አገልግሎት ስላለን ድንገተኛ ህክምና ቢያስፈልጎት ወደኛ ይደውሉልን

09 09 46 46 46 በመደወል ያማክሩን መረጃ ይውሰዱ።

         ሃያት ሆስፒታል ሜዲካል ኮሌጅ
            ለተሻለ የጤና አገልግሎት",
805,2022-04-03 16:15:29+00:00,-1001102021238,"ሽንቶን ሲሸኑ ምን አይነት ቀለም አለው 

ሽንት ላይ ደም አለ ሲባል ምን ማለት ነው

የሽንቶን ቀለም በማወቅ ጤናዎን ይጠብቁ

ሃያት ሆስፒታል ሜዲካል ኮሌጅ",
804,2022-04-02 06:06:36+00:00,-1001102021238,"ላለፉት 21 አመታት በመምህርነት በተለያዩ ትምህርት ቤቶች ውስጥ አስተምሬያለው 

አጥፊ ትውልድ ለመፈጠሩ ተጠያቂ ማነው 

አሁኑኑ ይመልከቱ",
802,2022-04-01 17:02:54+00:00,-1001102021238,,
801,2022-04-01 17:02:54+00:00,-1001102021238,,
800,2022-04-01 17:02:54+00:00,-1001102021238,,
799,2022-04-01 17:02:54+00:00,-1001102021238,,
798,2022-04-01 17:02:54+00:00,-1001102021238,"ዛሬ አርብ ምሽት 330 በ ዶክተርስ ኢትዮጵያ ፋና ቴሌቪዥን 

ሳምንቱን በሙሉ በጉጉት ስነጠብቃቹ ይኸው ዛሬ አርብ ደረሰ ። 

ላለፋት 64 ሳምንታት የተለያዩ መረጃዎችን ወደናንተ አድርሰናል   ዛሬም 

ላለፉት 21 አመታት   በ ተለያዮ ትምህርት ቤቶች ላይ በ መምህርነት ሞያ  የሰራች አሁንም በመምህርነት ሞያ ላይ ያለች በተለያዮ የ ቴሌቪዥን ፕሮግራሞች ላይ በመቅረብ  ትውልድን እንዴት ማፍራት ይቻላል በሚል ርእሰ ጉዳዮች ላይ መልስ ስትሰጥ የነበረችው መምህርት ሰናይት ዛሬ ምሽት 330 በ ዶክተርስ ኢትዮጵያ ፋና ቴሌቪዥን ላይ የሳምንቱ  እንግዳችን አድርገናታል 

እንዲሁም የብዙ ሰው ጥያቄ የሆነው ልጄ ምግብ አይበላም  መመገብ አልቻለም   ምግብ ተቀይሮ እንኳን አይበላም መፋትሄው ምንድን ነው 



ዶር ኤልሳቤጥ ገብሬ የ ህፃናት ስፔሻሊስት ሃኪም ጋር ቆይታ ይኖረናል 

ዛሬ አርብ ምሽት 330 ላይ በ ፋና ቴሌቪዥን እንገናኝ  

ይህን ፕሮግራም ስፖንሰር ያደረገላቹ

ሃያት ሆስፒታል ሜዲካል ኮሌጅ በአዲስ ማኔጅመንት እና ከፋተኛ እውቅናን ባካበቱ ስፔሻሊስት ሃኪሞች ባማረው እና ንፅህናውን በጠበቀው ሆስፒታላችን እንደ ቤተሰብ ሆነን ተቀብለን የሚያስፈልጎትን ህክምና እናደርጋለን ።
የተሻለ የሕክምና አገልግሎት ለተሻለ ጤናማ ህይወት 

25116624488
   09 09 46 46 46  ይደውሉልን",
797,2022-03-26 17:46:39+00:00,-1001102021238,"ከ አዳማ ተመልካቻችን ከተላከልን ጥያቄ
  ስኳር ህመም  ስንፈተ ወሲብ ያስከትላል ወይ 

ይህ ጉዳይ ብዙ ግዜ ሰዎች ህክምና ቦታ መጥተው ከ ሃኪሞች ጋር ለመነጋገር ራሱ ያፍራሉ 
ግን ይህ ነገር ብዙ ወንዶች እና ሴቶች ላይ ይከሰታል ።

የዚህ ችግር መንስኤው ብዙ ነው ህብረተሰቡ ቀድሞ መከላከል ከተከሰተም ደግሞ እነዚህን ህክምናዎች ማድረግ ይኖርበታል 

አሁን በ ዮቲውብ ቻናላችን ይመልከቱ  ሼር በማድረግ ከዚህ ችግር ሰዎች እንዲወጡ እንርዳቸው",
796,2022-03-25 17:21:06+00:00,-1001102021238,,
795,2022-03-25 17:21:06+00:00,-1001102021238,,
794,2022-03-25 17:21:06+00:00,-1001102021238,,
793,2022-03-25 17:21:06+00:00,-1001102021238,,
792,2022-03-25 17:21:06+00:00,-1001102021238,,
791,2022-03-25 17:21:06+00:00,-1001102021238,"ዛሬ አርብ ምሽት 330 በ ፋና ቴሌቪዥን ዶክተርስ    ኢትዮጵያ ልዮ ልዮ ፕሮግራሞች  ተዘጋጅተው ወደናንተ ይደርሳሉ።

ወንዶች ላይ የሚከሰት ስንፈተ ወሲብ ወይንም ለ ግብረስጋ  ግንኙነት ዝግጁ አለመሆን የ ስኳር ህመም ሊሆን ይችላል  በዚህ ጉዳይ ሰፊ ማብራሪያ ይዘን መተናል

እንዲሁም የአጥንት መሳሳት እና የመገጣጠሚያ ህመም መንስኤዎችን 

እና ሌሎች ልዮ ልዮ ፕሮግራሞችን እየተዝናኑ እቤትዎ ሆነው ካርድ ሳያወጡ የጤና መረጃዎችን ያግኙ ።

የሽንት ከለር መቀያየር መንስኤውን ማወቅ ይፈልጋሉ  ሰውነታችን ምን ምልክት እየሰጠን ነው
ሽንት ላይ ደም ይታያል ሲባል ምን ማለት ነው 

   አርብ ምሽት 330 በ ፋና ቴሌቪዥን ከ ዶክተርስ ኢትዮጵያ ጋር ቆይታዎን በማድረግ መረጃዎችን ያግኙ።

ሃያት ሆስፒታል ሜዲካል ኮሌጅ በአዲስ ማኔጅመንት እና ከፋተኛ እውቅናን ባካበቱ ስፔሻሊስት ሃኪሞች ባማረው እና ንፅህናውን በጠበቀው ሆስፒታላችን እንደ ቤተሰብ ሆነን ተቀብለን የሚያስፈልጎትን ህክምና እናደርጋለን ።
የተሻለ የሕክምና አገልግሎት ለተሻለ ጤናማ ህይወት 

25116624488
   09 09 46 46 46  ይደውሉልን",
790,2022-03-19 16:57:52+00:00,-1001102021238,"በሳምንት 3 ግዜ እና ከዛ በላይ ግብረስጋ ግንኙነት ያለ መከላከያ ለ አንድ አመት  አድርገው  መውለድ ካልቻሉ 

እርግዝና እንዴት ይፈጠራል 

አሁን በ ዮቲውብ ይመልከቱ",
789,2022-03-18 18:39:57+00:00,-1001102021238,"የሁለተኛው ደረጃ ሕከምና  የሚሰጠው በቀዶ ሕክም ክፍል ይሆናል ክፍት ስብራቶች ብዙውን ጊዜ ቆሻሻ የመያዝ እድላቸው ከፍተኛ ስለሆነ ወደ ቀዶ ሕክምና ገብተው ቁስሉ ታጥቦ አጥንቱን በብረት ማስያዝ አስፈላጊ ይሆናል
 
ስብራቱ ተከፍቶ ወደ ውስጥ የገቡ ቆሻሻውች ካሉ እነሱ ተለቅመው መውጣት ይኖባቸውዋል ከዚህ በተጨማሪ የሞቱ የአጥንት ቁራጥራጮች  ወይም ስብራቶች ካሉ ወተው ቁስሉ መታጠብ አለበት ከዚህ በኃለ ስብራቱን ከውጭ ወይም ከውስጥ በሚገባ ብረት  ማዝያዝ አስፈላጊ ይሆናል

ብዙውን ጊዜ ስብራቱን በብረት እናስይዘዋለን ስንል ብዙ ታካሚች ደስተኛ  አይሆኑም ነገር ግን ለአጥንት ሕክምና የምንጠቀባቸው ብረቶች ለየት ያሉ ከስቴንለስ ስቲል ወይም ታይታንየም የተሰሩ ሲሆኑ ከሰውነታችን ጋር ተስማምተው መኖር የሚችሉና ምንም አይነት የጎንዮሽ  ጉዳት የሌላቸው መሆናቸውን ለማስገንዘብ እወዳለሁ 

ዶር ቃልኪዳን አያሌው  የአጥንትና ድንገተኛ አደጋ ቀዶ ህክምና ስፔሻሊስት

ለማንኛውም ህክምና በ ሃያት ሆስፒታል ሜዲካል ኮሌጅ በመምጣት ምክር ማግኘት ይችላሉ ።",
